"province","last_updated","date","change_cases","change_fatalities","change_tests","change_hospitalizations","change_criticals","change_recoveries","change_vaccinations","change_vaccinated","change_boosters_1","change_vaccines_distributed","total_cases","total_fatalities","total_tests","total_hospitalizations","total_criticals","total_recoveries","total_vaccinations","total_vaccinated","total_boosters_1","total_vaccines_distributed","change_boosters_2","total_boosters_2","change_active","total_active","positivity_rate"
"ON","2022-04-05 22:31:11",2021-12-30,13807,8,67301,239,10,4037,197280,4884,181344,3885120,739648,10179,21178944,965,200,642715,27012866,11404979,3392882,32296511,11,17562,9762,86754,0.205152969495253
"ON","2022-04-05 22:31:11",2021-12-31,16713,15,75093,179,5,4630,195809,5571,178909,0,756361,10194,21254037,1144,205,647345,27208675,11410550,3571791,32296511,36,17598,12068,98822,0.222564020614438
"ON","2022-04-05 22:31:11",2022-01-01,18445,12,0,170,9,4769,102450,4968,90277,0,774806,10206,21254037,1314,214,652114,27311125,11415518,3662068,32296511,120,17718,13664,112486,Inf
"ON","2022-04-05 22:31:11",2022-01-02,16714,17,0,-197,10,5901,22050,1153,19521,0,791520,10223,21254037,1117,224,658015,27333175,11416671,3681589,32296511,48,17766,10796,123282,Inf
"ON","2022-04-05 22:31:11",2022-01-03,13578,6,0,115,24,6547,89188,4962,78574,0,805098,10229,21254037,1232,248,664562,27422363,11421633,3760163,32296511,98,17864,7025,130307,Inf
"ON","2022-04-05 22:31:11",2022-01-04,11352,10,235853,58,18,7519,148577,6159,134904,0,816450,10239,21489890,1290,266,672081,27570940,11427792,3895067,32296511,38,17902,3823,134130,0.04813167523839
"ON","2022-04-05 22:31:11",2022-01-05,11582,13,59137,791,22,11669,180013,8682,161487,0,828032,10252,21549027,2081,288,683750,27750953,11436474,4056554,32296511,208,18110,-100,134030,0.195850313678408
"ON","2022-04-05 22:31:11",2022-01-06,13339,20,59241,198,31,12036,195005,8709,176118,0,841371,10272,21608268,2279,319,695786,27945958,11445183,4232672,32296511,270,18380,1283,135313,0.225165003966847
"ON","2022-04-05 22:31:11",2022-01-07,11899,43,61137,193,19,11946,194093,9039,174276,0,853270,10315,21669405,2472,338,707732,28140051,11454222,4406948,32296511,126,18506,-90,135223,0.194628457398956
"ON","2022-04-05 22:31:11",2022-01-08,13362,30,55700,122,47,12007,184101,8168,164668,0,866632,10345,21725105,2594,385,719739,28324152,11462390,4571616,32296511,136,18642,1325,136548,0.239892280071813
"ON","2022-04-05 22:31:11",2022-01-09,11959,21,49442,-175,27,10664,133661,7466,115129,0,878591,10366,21774547,2419,412,730403,28457813,11469856,4686745,32296511,63,18705,1274,137822,0.241879373811739
"ON","2022-04-05 22:31:11",2022-01-10,9706,12,40692,48,26,6993,93741,4855,82633,0,888297,10378,21815239,2467,438,737396,28551554,11474711,4769378,32296511,77,18782,2701,140523,0.238523542711098
"ON","2022-04-05 22:31:11",2022-01-11,7951,21,45451,753,39,9893,141693,8200,125053,0,896248,10399,21860690,3220,477,747289,28693247,11482911,4894431,32296511,174,18956,-1963,138560,0.174935644980308
"ON","2022-04-05 22:31:11",2022-01-12,9783,46,56420,228,28,16109,159877,10176,138827,0,906031,10445,21917110,3448,505,763398,28853124,11493087,5033258,32296511,213,19169,-6372,132188,0.17339595887983
"ON","2022-04-05 22:31:11",2022-01-13,9909,35,58831,182,-5,19816,164160,11195,140840,0,915940,10480,21975941,3630,500,783214,29017284,11504282,5174098,32296511,286,19455,-9942,122246,0.168431609185633
"ON","2022-04-05 22:31:11",2022-01-14,10964,42,58031,184,27,21672,163036,12766,136327,0,926904,10522,22033972,3814,527,804886,29180320,11517048,5310425,32296511,223,19678,-10750,111496,0.188933501059778
"ON","2022-04-05 22:31:11",2022-01-15,10732,43,56318,143,31,22870,157357,13416,130559,0,937636,10565,22090290,3957,558,827756,29337677,11530464,5440984,32296511,333,20011,-12181,99315,0.190560744344615
"ON","2022-04-05 22:31:11",2022-01-16,10450,40,52676,-362,21,15317,117452,10847,95012,0,948086,10605,22142966,3595,579,843073,29455129,11541311,5535996,32296511,122,20133,-4907,94408,0.198382565115043
"ON","2022-04-05 22:31:11",2022-01-17,8521,23,37059,292,-1,8292,67184,7060,53140,0,956607,10628,22180025,3887,578,851365,29522313,11548371,5589136,32296511,84,20217,206,94614,0.229930651123884
"ON","2022-04-05 22:31:11",2022-01-18,7086,38,31355,296,2,10189,39418,3636,32176,0,963693,10666,22211380,4183,580,861554,29561731,11552007,5621312,32296511,141,20358,-3141,91473,0.225992664646787
"ON","2022-04-05 22:31:11",2022-01-19,5744,60,34579,-51,9,12891,103143,8864,85992,1094470,969437,10726,22245959,4132,589,874445,29664874,11560871,5707304,33390981,294,20652,-7207,84266,0.166112380346453
"ON","2022-04-05 22:31:11",2022-01-20,7757,75,42907,-71,5,12578,104845,9205,86274,0,977194,10801,22288866,4061,594,887023,29769719,11570076,5793578,33390981,189,20841,-4896,79370,0.180786351877316
"ON","2022-04-05 22:31:11",2022-01-21,7165,64,41538,53,-4,11566,102664,10567,82939,0,984359,10865,22330404,4114,590,898589,29872383,11580643,5876517,33390981,244,21085,-4465,74905,0.172492657325822
"ON","2022-04-05 22:31:11",2022-01-22,6473,47,36396,-88,10,9944,104885,14409,78828,0,990832,10912,22366800,4026,600,908533,29977268,11595052,5955345,33390981,309,21394,-3518,71387,0.177849214199363
"ON","2022-04-05 22:31:11",2022-01-23,5833,56,32247,-229,4,9490,79025,14827,55381,0,996665,10968,22399047,3797,604,918023,30056293,11609879,6010726,33390981,110,21504,-3713,67674,0.180885043569945
"ON","2022-04-05 22:31:11",2022-01-24,4790,36,20716,64,11,6924,43979,8631,30910,0,1001455,11004,22419763,3861,615,924947,30100272,11618510,6041636,33390981,81,21585,-2170,65504,0.231222243676385
"ON","2022-04-05 22:31:11",2022-01-25,3424,64,-6366,147,11,7298,66528,10847,49222,0,1004879,11068,22413397,4008,626,932245,30166800,11629357,6090858,33390981,307,21892,-3938,61566,-0.537857367263588
"ON","2022-04-05 22:31:11",2022-01-26,5368,92,60134,8,-18,9913,79059,15443,56428,0,1010247,11160,22473531,4016,608,942158,30245859,11644800,6147286,33390981,143,22035,-4637,56929,0.0892673030232481
"ON","2022-04-05 22:31:11",2022-01-27,5852,70,33560,-371,-9,8637,79322,15622,56177,0,1016099,11230,22507091,3645,599,950795,30325181,11660422,6203463,33390981,149,22184,-2855,54074,0.174374255065554
"ON","2022-04-05 22:31:11",2022-01-28,5337,68,32672,-110,8,7906,77968,16099,54656,0,1021436,11298,22539763,3535,607,958701,30403149,11676521,6258119,33390981,225,22409,-2637,51437,0.163350881488737
"ON","2022-04-05 22:31:11",2022-01-29,4855,56,29241,-96,-10,6685,87121,20024,58812,0,1026291,11354,22569004,3439,597,965386,30490270,11696545,6316931,33390981,231,22640,-1886,49551,0.16603399336548
"ON","2022-04-05 22:31:11",2022-01-30,3960,58,23638,-420,-10,6503,68327,21511,40485,0,1030251,11412,22592642,3019,587,971889,30558597,11718056,6357416,33390981,85,22725,-2601,46950,0.167526863524833
"ON","2022-04-05 22:31:11",2022-01-31,3043,32,15008,-36,-4,5098,91134,10522,22760,0,1033294,11444,22607650,2983,583,976987,30649731,11728578,6380176,33390981,54779,77504,-2087,44863,0.202758528784648
"ON","2022-04-05 22:31:11",2022-02-01,2622,60,16380,108,-15,4816,57600,12073,37523,0,1035916,11504,22624030,3091,568,981803,30707331,11740651,6417699,33390981,2622,80126,-2254,42609,0.16007326007326
"ON","2022-04-05 22:31:11",2022-02-02,3909,72,27720,-152,-13,4912,64978,15508,40015,0,1039825,11576,22651750,2939,555,986715,30772309,11756159,6457714,33390981,3103,83229,-1075,41534,0.141017316017316
"ON","2022-04-05 22:31:11",2022-02-03,4098,75,28493,-142,-14,5901,60241,14749,35809,0,1043923,11651,22680243,2797,541,992616,30832550,11770908,6493523,33390981,3447,86676,-1878,39656,0.143824799073457
"ON","2022-04-05 22:31:11",2022-02-04,4047,60,25118,-163,-24,5622,50432,13635,28883,0,1047970,11711,22705361,2634,517,998238,30882982,11784543,6522406,33390981,2572,89248,-1635,38021,0.161119515885023
"ON","2022-04-05 22:31:11",2022-02-05,3204,59,22527,-141,-16,4642,66029,17515,38626,0,1051174,11770,22727888,2493,501,1002880,30949011,11802058,6561032,33390981,3638,92886,-1497,36524,0.142229324810228
"ON","2022-04-05 22:31:11",2022-02-06,2887,55,17502,-263,-15,4442,0,0,0,0,1054061,11825,22745390,2230,486,1007322,30949011,11802058,6561032,33390981,0,92886,-1610,34914,0.16495257684836
"ON","2022-04-05 22:31:11",2022-02-07,2088,11,12880,-75,0,3556,76139,25058,43057,0,1056149,11836,22758270,2155,486,1010878,31025150,11827116,6604089,33390981,0,92886,-1479,33435,0.162111801242236
"ON","2022-04-05 22:31:11",2022-02-08,2092,42,15788,99,-12,3407,39608,9760,23216,0,1058241,11878,22774058,2254,474,1014285,31064758,11836876,6627305,33390981,3421,96307,-1357,32078,0.13250570053205
"ON","2022-04-05 22:31:11",2022-02-09,3162,66,22906,-195,-25,4992,40906,10980,22982,0,1061403,11944,22796964,2059,449,1019277,31105664,11847856,6650287,33390981,2385,98692,-1896,30182,0.138042434296691
"ON","2022-04-05 22:31:11",2022-02-10,3201,44,22417,-162,-4,4143,47423,12292,25882,0,1064604,11988,22819381,1897,445,1023420,31153087,11860148,6676169,33390981,0,98692,-986,29196,0.142793415711291
"ON","2022-04-05 22:31:11",2022-02-11,2907,52,20936,-68,-10,3697,46607,13464,24204,0,1067511,12040,22840317,1829,435,1027117,31199694,11873612,6700373,33390981,0,98692,-842,28354,0.138851738632021
"ON","2022-04-05 22:31:11",2022-02-12,2944,35,18985,-125,-21,3306,48320,14027,26242,0,1070455,12075,22859302,1704,414,1030423,31248014,11887639,6726615,33390981,0,98692,-397,27957,0.155069791941006
"ON","2022-04-05 22:31:11",2022-02-13,2265,18,13998,-164,-12,3172,37546,13537,19941,0,1072720,12093,22873300,1540,402,1033595,31285560,11901176,6746556,33390981,10817,109509,-925,27032,0.161808829832833
"ON","2022-04-05 22:31:11",2022-02-14,1765,8,9962,-171,-8,2619,18265,6554,14361,0,1074485,12101,22883262,1369,394,1036214,31303825,11907730,6760917,33390981,0,109509,-862,26170,0.177173258381851
"ON","2022-04-05 22:31:11",2022-02-15,1593,19,12961,181,-10,2730,25258,7249,12954,0,1076078,12120,22896223,1550,384,1038944,31329083,11914979,6773871,33390981,0,109509,-1156,25014,0.122907183087725
"ON","2022-04-05 22:31:11",2022-02-16,2532,47,19839,-147,-20,3537,31735,10084,15957,0,1078610,12167,22916062,1403,364,1042481,31360818,11925063,6789828,33390981,0,109509,-1052,23962,0.127627400574626
"ON","2022-04-05 22:31:11",2022-02-17,2327,37,18462,-61,-8,3204,0,0,0,0,1080937,12204,22934524,1342,356,1045685,31360818,11925063,6789828,33390981,0,109509,-914,23048,0.126042682266277
"ON","2022-04-05 22:31:11",2022-02-18,2337,33,17758,-61,-4,2939,63470,19729,31221,0,1083274,12237,22952282,1281,352,1048624,31424288,11944792,6821049,33390981,0,109509,-635,22413,0.131602657956977
"ON","2022-04-05 22:31:11",2022-02-19,2244,10,14174,-90,-23,2623,42927,10422,26822,0,1085518,12247,22966456,1191,329,1051247,31467215,11955214,6847871,33390981,0,109509,-389,22024,0.158318047128545
"ON","2022-04-05 22:31:11",2022-02-20,1966,17,16752,-135,-5,2671,33700,8351,22911,0,1087484,12264,22983208,1056,324,1053918,31500915,11963565,6870782,33390981,0,109509,-722,21302,0.117359121298949
"ON","2022-04-05 22:31:11",2022-02-21,0,0,0,0,0,0,0,0,0,0,1087484,12264,22983208,1056,324,1053918,31500915,11963565,6870782,33390981,0,109509,0,21302,NA
"ON","2022-04-05 22:31:11",2022-02-22,2617,24,24289,-18,-5,3911,27642,5658,19673,0,1090101,12288,23007497,1038,319,1057829,31528557,11969223,6890455,33390981,0,109509,-1318,19984,0.107744246366668
"ON","2022-04-05 22:31:11",2022-02-23,1425,18,15692,68,0,2701,30467,6944,18313,0,1091526,12306,23023189,1106,319,1060530,31559024,11976167,6908768,33390981,0,109509,-1294,18690,0.0908106041294927
"ON","2022-04-05 22:31:11",2022-02-24,2404,41,21449,-40,-17,2604,29826,7458,16797,0,1093930,12347,23044638,1066,302,1063134,31588850,11983625,6925565,33390981,0,109509,-241,18449,0.112079817240897
"ON","2022-04-05 22:31:11",2022-02-25,2427,39,21550,-63,-5,2427,27452,7025,15366,0,1096357,12386,23066188,1003,297,1065561,31616302,11990650,6940931,33390981,0,109509,-39,18410,0.11262180974478
"ON","2022-04-05 22:31:11",2022-02-26,2338,34,16052,21,-13,4234,29072,7372,17271,0,1098695,12420,23082240,1024,284,1069795,31645374,11998022,6958202,33390981,0,109509,-1930,16480,0.145651632195365
"ON","2022-04-05 22:31:11",2022-02-27,2001,10,15434,-182,-3,0,27897,7658,17712,0,1100696,12430,23097674,842,281,1069795,31673271,12005680,6975914,33390981,0,109509,1991,18471,0.129648827264481
"ON","2022-04-05 22:31:11",2022-02-28,1315,3,12116,7,-2,1605,10810,2787,6822,0,1102011,12433,23109790,849,279,1071400,31684081,12008467,6982736,33390981,0,109509,-293,18178,0.108534169692968
"ON","2022-04-05 22:31:11",2022-03-01,1176,18,13087,65,-1,1881,16438,4481,8726,0,1103187,12451,23122877,914,278,1073281,31700519,12012948,6991462,33390981,0,109509,-723,17455,0.0898601665775197
"ON","2022-04-05 22:31:11",2022-03-02,1959,27,18094,-67,-5,2411,19014,5009,10312,0,1105146,12478,23140971,847,273,1075692,31719533,12017957,7001774,33390981,0,109509,-479,16976,0.108267934121808
"ON","2022-04-05 22:31:11",2022-03-03,2262,19,16606,-13,-6,2293,17291,4535,9381,0,1107408,12497,23157577,834,267,1077985,31736824,12022492,7011155,33390981,0,109509,-50,16926,0.136215825605203
"ON","2022-04-05 22:31:11",2022-03-04,2085,28,15925,-13,-5,2079,17047,4687,8853,0,1109493,12525,23173502,821,262,1080064,31753871,12027179,7020008,33390981,0,109509,-22,16904,0.130926216640502
"ON","2022-04-05 22:31:11",2022-03-05,1930,24,14264,-26,-9,1937,19812,5528,11093,0,1111423,12549,23187766,795,253,1082001,31773683,12032707,7031101,33390981,0,109509,-31,16873,0.135305664610208
"ON","2022-04-05 22:31:11",2022-03-06,1787,21,12119,-111,-6,1645,17554,5904,9950,0,1113210,12570,23199885,684,247,1083646,31791237,12038611,7041051,33390981,0,109509,121,16994,0.147454410429903
"ON","2022-04-05 22:31:11",2022-03-07,1074,4,9447,9,2,1365,6281,1970,3523,0,1114284,12574,23209332,693,249,1085011,31797518,12040581,7044574,33390981,0,109509,-295,16699,0.11368688472531
"ON","2022-04-05 22:31:11",2022-03-08,1208,17,11128,86,-3,1653,9737,2956,4673,0,1115492,12591,23220460,779,246,1086664,31807255,12043537,7049247,33390981,0,109509,-462,16237,0.108554996405464
"ON","2022-04-05 22:31:11",2022-03-09,1947,27,17571,-28,-5,1951,13764,3782,7042,0,1117439,12618,23238031,751,241,1088615,31821019,12047319,7056289,33390981,0,109509,-31,16206,0.110807580672699
"ON","2022-04-05 22:31:11",2022-03-10,2125,20,14695,-9,3,2361,14705,4072,7222,2651690,1119564,12638,23252726,742,244,1090976,31835724,12051391,7063511,36042671,0,109509,-256,15950,0.144607009186798
"ON","2022-04-05 22:31:11",2022-03-11,2130,-411,14571,-25,-6,2523,15097,4300,7314,0,1121694,12227,23267297,717,238,1093499,31850821,12055691,7070825,36042671,0,109509,18,15968,0.146180770022648
"ON","2022-04-05 22:31:11",2022-03-12,2015,20,13005,5,-6,1722,16229,4850,8532,0,1123709,12247,23280302,722,232,1095221,31867050,12060541,7079357,36042671,0,109509,273,16241,0.154940407535563
"ON","2022-04-05 22:31:11",2022-03-13,1631,9,11874,0,-4,1635,15142,5087,8378,0,1125340,12256,23292176,722,228,1096856,31882192,12065628,7087735,36042671,0,109509,-13,16228,0.137358935489304
"ON","2022-04-05 22:31:11",2022-03-14,1116,0,7565,-120,0,1333,6602,2328,3524,0,1126456,12256,23299741,602,228,1098189,31888794,12067956,7091259,36042671,0,109509,-217,16011,0.147521480502313
"ON","2022-04-05 22:31:11",2022-03-15,1076,16,9698,86,-8,1593,11697,3217,6316,0,1127532,12272,23309439,688,220,1099782,31900491,12071173,7097575,36042671,0,109509,-533,15478,0.110950711486905
"ON","2022-04-05 22:31:11",2022-03-16,2011,16,15702,-39,-16,2060,14803,4339,7326,0,1129543,12288,23325141,649,204,1101842,31915294,12075512,7104901,36042671,0,109509,-65,15413,0.128072856960897
"ON","2022-04-05 22:31:11",2022-03-17,2398,19,14648,-5,-5,2395,14246,4428,7036,0,1131941,12307,23339789,644,199,1104237,31929540,12079940,7111937,36042671,0,109509,-16,15397,0.163708356089569
"ON","2022-04-05 22:31:11",2022-03-18,2502,6,14198,-29,-6,1899,12997,3621,6560,0,1134443,12313,23353987,615,193,1106136,31942537,12083561,7118497,36042671,0,109509,597,15994,0.176222003099028
"ON","2022-04-05 22:31:11",2022-03-19,2078,16,12180,-2,-8,1704,15321,4493,7990,0,1136521,12329,23366167,613,185,1107840,31957858,12088054,7126487,36042671,0,109509,358,16352,0.170607553366174
"ON","2022-04-05 22:31:11",2022-03-20,1680,3,10967,-62,-3,1520,11936,4005,6339,0,1138201,12332,23377134,551,182,1109360,31969794,12092059,7132826,36042671,0,109509,157,16509,0.153186833226954
"ON","2022-04-05 22:31:11",2022-03-21,1217,4,8644,0,-1,1317,5281,1685,2820,0,1139418,12336,23385778,551,181,1110677,31975075,12093744,7135646,36042671,0,109509,-104,16405,0.140791300323924
"ON","2022-04-05 22:31:11",2022-03-22,1447,7,10433,88,-2,1562,8377,2142,4284,0,1140865,12343,23396211,639,179,1112239,31983452,12095886,7139930,36042671,0,109509,-122,16283,0.138694526981693
"ON","2022-04-05 22:31:11",2022-03-23,2149,13,18267,-28,-5,2149,10824,2682,5373,0,1143014,12356,23414478,611,174,1114388,31994276,12098568,7145303,36042671,0,109509,-13,16270,0.117643838616084
"ON","2022-04-05 22:31:11",2022-03-24,2561,10,15515,50,-9,1990,10190,2782,4701,0,1145575,12366,23429993,661,165,1116378,32004466,12101350,7150004,36042671,0,109509,561,16831,0.165066065098292
"ON","2022-04-05 22:31:11",2022-03-25,2761,22,17654,6,-4,1818,9928,2462,4911,0,1148336,12388,23447647,667,161,1118196,32014394,12103812,7154915,36042671,0,109509,921,17752,0.156395151240512
"ON","2022-04-05 22:31:11",2022-03-26,2754,9,17341,40,-4,1921,11641,3059,5597,0,1151090,12397,23464988,707,157,1120117,32026035,12106871,7160512,36042671,0,109509,824,18576,0.158814370566865
"ON","2022-04-05 22:31:11",2022-03-27,2215,4,16066,0,0,1638,10358,3586,5262,0,1153305,12401,23481054,707,157,1121755,32036393,12110457,7165774,36042671,0,109509,573,19149,0.137868791236151
"ON","2022-04-05 22:31:11",2022-03-28,1741,4,6243,-52,1,1450,3928,1243,2030,0,1155046,12405,23487297,655,158,1123205,32040321,12111700,7167804,36042671,0,109509,287,19436,0.27887233701746
"ON","2022-04-05 22:31:11",2022-03-29,1610,9,12302,135,7,1683,5967,1540,2890,0,1156656,12414,23499599,790,165,1124888,32046288,12113240,7170694,36042671,0,109509,-82,19354,0.130873028775809
"ON","2022-04-05 22:31:11",2022-03-30,2814,13,17309,-12,0,2419,8484,2131,4019,0,1159470,12427,23516908,778,165,1127307,32054772,12115371,7174713,36042671,0,109509,382,19736,0.16257438326882
"ON","2022-04-05 22:31:11",2022-03-31,3139,6,18318,29,1,2121,9457,2311,4664,0,1162609,12433,23535226,807,166,1129428,32064229,12117682,7179377,36042671,0,109509,1012,20748,0.171361502347418
"ON","2022-04-05 22:31:11",2022-04-01,3519,18,17468,-3,1,2173,9618,2173,4948,0,1166128,12451,23552694,804,167,1131601,32073847,12119855,7184325,36042671,0,109509,1328,22076,0.201454087474239
"ON","2022-04-05 22:31:11",2022-04-02,3233,9,16001,51,-2,1913,10898,2438,5652,0,1169361,12460,23568695,855,165,1133514,32084745,12122293,7189977,36042671,0,109509,1311,23387,0.202049871883007
"ON","2022-04-05 22:31:11",2022-04-03,3077,10,14095,0,1,1851,9003,2581,4973,0,1172438,12470,23582790,855,166,1135365,32093748,12124874,7194950,36042671,0,109509,1216,24603,0.218304363249379
"ON","2022-04-05 22:31:11",2022-04-04,2248,0,11195,2,2,1697,4052,996,2363,0,1174686,12470,23593985,857,168,1137062,32097800,12125870,7197313,36042671,0,109509,551,25154,0.200803930326038
"ON","2022-04-05 22:31:11",2022-04-05,1991,9,14474,234,5,2117,6195,1244,3150,0,1176677,12479,23608459,1091,173,1139179,32103995,12127114,7200463,36042671,0,109509,-135,25019,0.137556998756391
