"province","last_updated","date","change_cases","change_fatalities","change_tests","change_hospitalizations","change_criticals","change_recoveries","change_vaccinations","change_vaccinated","change_boosters_1","change_vaccines_distributed","total_cases","total_fatalities","total_tests","total_hospitalizations","total_criticals","total_recoveries","total_vaccinations","total_vaccinated","total_boosters_1","total_vaccines_distributed","change_boosters_2","total_boosters_2","change_active","total_active","positivity_rate"
"ON","2022-04-05 22:31:11",2020-01-25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,1,1,Inf
"ON","2022-04-05 22:31:11",2020-01-26,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,1,2,Inf
"ON","2022-04-05 22:31:11",2020-01-27,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,0,2,NA
"ON","2022-04-05 22:31:11",2020-01-28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,0,2,NA
"ON","2022-04-05 22:31:11",2020-01-29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,0,2,NA
"ON","2022-04-05 22:31:11",2020-01-30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA,NA,0,2,NA
"ON","2022-04-05 22:31:11",2020-01-31,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,1,3,Inf
"ON","2022-04-05 22:31:11",2020-02-01,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-02,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-03,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-04,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-05,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-06,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-07,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-08,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-09,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA
"ON","2022-04-05 22:31:11",2020-02-23,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,1,4,Inf
"ON","2022-04-05 22:31:11",2020-02-24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,0,4,NA
"ON","2022-04-05 22:31:11",2020-02-25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,0,4,NA
"ON","2022-04-05 22:31:11",2020-02-26,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,NA,NA,1,5,Inf
"ON","2022-04-05 22:31:11",2020-02-27,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,NA,NA,1,6,Inf
"ON","2022-04-05 22:31:11",2020-02-28,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,NA,NA,2,8,Inf
"ON","2022-04-05 22:31:11",2020-02-29,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,NA,NA,3,11,Inf
"ON","2022-04-05 22:31:11",2020-03-01,4,0,0,0,0,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,NA,NA,1,12,Inf
"ON","2022-04-05 22:31:11",2020-03-02,3,0,1005,0,0,0,0,0,0,0,18,0,1005,0,0,3,0,0,0,0,NA,NA,3,15,0.00298507462686567
"ON","2022-04-05 22:31:11",2020-03-03,2,0,121,0,0,0,0,0,0,0,20,0,1126,0,0,3,0,0,0,0,NA,NA,2,17,0.0165289256198347
"ON","2022-04-05 22:31:11",2020-03-04,0,0,212,0,0,0,0,0,0,0,20,0,1338,0,0,3,0,0,0,0,NA,NA,0,17,0
"ON","2022-04-05 22:31:11",2020-03-05,2,0,228,0,0,1,0,0,0,0,22,0,1566,0,0,4,0,0,0,0,NA,NA,1,18,0.0087719298245614
"ON","2022-04-05 22:31:11",2020-03-06,4,0,197,0,0,0,0,0,0,0,26,0,1763,0,0,4,0,0,0,0,NA,NA,4,22,0.0203045685279188
"ON","2022-04-05 22:31:11",2020-03-07,2,0,219,0,0,0,0,0,0,0,28,0,1982,0,0,4,0,0,0,0,NA,NA,2,24,0.0091324200913242
"ON","2022-04-05 22:31:11",2020-03-08,1,0,196,0,0,0,0,0,0,0,29,0,2178,0,0,4,0,0,0,0,NA,NA,1,25,0.00510204081632653
"ON","2022-04-05 22:31:11",2020-03-09,6,0,226,0,0,0,0,0,0,0,35,0,2404,0,0,4,0,0,0,0,NA,NA,6,31,0.0265486725663717
"ON","2022-04-05 22:31:11",2020-03-10,1,0,343,0,0,1,0,0,0,0,36,0,2747,0,0,5,0,0,0,0,NA,NA,0,31,0.00291545189504373
"ON","2022-04-05 22:31:11",2020-03-11,6,1,648,0,0,0,0,0,0,0,42,1,3395,0,0,5,0,0,0,0,NA,NA,5,36,0.00925925925925926
"ON","2022-04-05 22:31:11",2020-03-12,17,0,790,0,0,0,0,0,0,0,59,1,4185,0,0,5,0,0,0,0,NA,NA,17,53,0.0215189873417722
"ON","2022-04-05 22:31:11",2020-03-13,20,0,944,0,0,0,0,0,0,0,79,1,5129,0,0,5,0,0,0,0,NA,NA,20,73,0.0211864406779661
"ON","2022-04-05 22:31:11",2020-03-14,24,0,1519,0,0,0,0,0,0,0,103,1,6648,0,0,5,0,0,0,0,NA,NA,24,97,0.0157998683344305
"ON","2022-04-05 22:31:11",2020-03-15,42,0,1817,0,0,0,0,0,0,0,145,1,8465,0,0,5,0,0,0,0,NA,NA,42,139,0.023115024766098
"ON","2022-04-05 22:31:11",2020-03-16,32,0,1713,0,0,0,0,0,0,0,177,1,10178,0,0,5,0,0,0,0,NA,NA,32,171,0.0186806771745476
"ON","2022-04-05 22:31:11",2020-03-17,12,0,993,0,0,0,0,0,0,0,189,1,11171,0,0,5,0,0,0,0,NA,NA,12,183,0.0120845921450151
"ON","2022-04-05 22:31:11",2020-03-18,25,0,2726,0,0,0,0,0,0,0,214,1,13897,0,0,5,0,0,0,0,NA,NA,25,208,0.00917094644167278
"ON","2022-04-05 22:31:11",2020-03-19,44,1,2753,0,0,0,0,0,0,0,258,2,16650,0,0,5,0,0,0,0,NA,NA,43,251,0.0159825644751181
"ON","2022-04-05 22:31:11",2020-03-20,60,0,2861,0,0,0,0,0,0,0,318,2,19511,0,0,5,0,0,0,0,NA,NA,60,311,0.0209716882209018
"ON","2022-04-05 22:31:11",2020-03-21,59,0,3873,0,0,1,0,0,0,0,377,2,23384,0,0,6,0,0,0,0,NA,NA,58,369,0.0152336689904467
"ON","2022-04-05 22:31:11",2020-03-22,48,3,3036,0,0,2,0,0,0,0,425,5,26420,0,0,8,0,0,0,0,NA,NA,43,412,0.0158102766798419
"ON","2022-04-05 22:31:11",2020-03-23,78,1,2086,0,0,0,0,0,0,0,503,6,28506,0,0,8,0,0,0,0,NA,NA,77,489,0.037392138063279
"ON","2022-04-05 22:31:11",2020-03-24,85,2,3951,0,0,0,0,0,0,0,588,8,32457,0,0,8,0,0,0,0,NA,NA,83,572,0.0215135408757277
"ON","2022-04-05 22:31:11",2020-03-25,100,5,3178,0,0,0,0,0,0,0,688,13,35635,0,0,8,0,0,0,0,NA,NA,95,667,0.0314663310258024
"ON","2022-04-05 22:31:11",2020-03-26,170,2,2915,0,0,0,0,0,0,0,858,15,38550,0,0,8,0,0,0,0,NA,NA,168,835,0.0583190394511149
"ON","2022-04-05 22:31:11",2020-03-27,135,3,2482,0,0,0,0,0,0,0,993,18,41032,0,0,8,0,0,0,0,NA,NA,132,967,0.0543916196615633
"ON","2022-04-05 22:31:11",2020-03-28,151,1,2040,0,0,0,0,0,0,0,1144,19,43072,0,0,8,0,0,0,0,NA,NA,150,1117,0.0740196078431373
"ON","2022-04-05 22:31:11",2020-03-29,211,4,6114,0,0,0,0,0,0,0,1355,23,49186,0,0,8,0,0,0,0,NA,NA,207,1324,0.0345109584560026
"ON","2022-04-05 22:31:11",2020-03-30,351,0,-725,0,0,423,0,0,0,0,1706,23,48461,0,0,431,0,0,0,0,NA,NA,-72,1252,-0.484137931034483
"ON","2022-04-05 22:31:11",2020-03-31,260,10,3168,0,0,103,0,0,0,0,1966,33,51629,0,0,534,0,0,0,0,NA,NA,147,1399,0.0820707070707071
"ON","2022-04-05 22:31:11",2020-04-01,426,4,6245,0,0,140,0,0,0,0,2392,37,57874,0,0,674,0,0,0,0,NA,NA,282,1681,0.0682145716573259
"ON","2022-04-05 22:31:11",2020-04-02,401,16,4859,405,167,157,0,0,0,0,2793,53,62733,405,167,831,0,0,0,0,NA,NA,228,1909,0.0825272689853879
"ON","2022-04-05 22:31:11",2020-04-03,462,14,4020,57,27,192,0,0,0,0,3255,67,66753,462,194,1023,0,0,0,0,NA,NA,256,2165,0.114925373134328
"ON","2022-04-05 22:31:11",2020-04-04,375,27,4585,44,2,196,0,0,0,0,3630,94,71338,506,196,1219,0,0,0,0,NA,NA,152,2317,0.0817884405670665
"ON","2022-04-05 22:31:11",2020-04-05,408,25,3708,17,4,230,0,0,0,0,4038,119,75046,523,200,1449,0,0,0,0,NA,NA,153,2470,0.110032362459547
"ON","2022-04-05 22:31:11",2020-04-06,309,13,3750,66,16,175,0,0,0,0,4347,132,78796,589,216,1624,0,0,0,0,NA,NA,121,2591,0.0824
"ON","2022-04-05 22:31:11",2020-04-07,379,21,2568,25,17,178,0,0,0,0,4726,153,81364,614,233,1802,0,0,0,0,NA,NA,180,2771,0.147585669781931
"ON","2022-04-05 22:31:11",2020-04-08,550,21,3237,-9,13,272,0,0,0,0,5276,174,84601,605,246,2074,0,0,0,0,NA,NA,257,3028,0.169910410874266
"ON","2022-04-05 22:31:11",2020-04-09,483,26,4097,27,18,231,0,0,0,0,5759,200,88698,632,264,2305,0,0,0,0,NA,NA,226,3254,0.117891139858433
"ON","2022-04-05 22:31:11",2020-04-10,478,22,3975,41,-4,269,0,0,0,0,6237,222,92673,673,260,2574,0,0,0,0,NA,NA,187,3441,0.120251572327044
"ON","2022-04-05 22:31:11",2020-04-11,411,31,3648,18,-3,284,0,0,0,0,6648,253,96321,691,257,2858,0,0,0,0,NA,NA,96,3537,0.112664473684211
"ON","2022-04-05 22:31:11",2020-04-12,401,21,6844,47,4,263,0,0,0,0,7049,274,103165,738,261,3121,0,0,0,0,NA,NA,117,3654,0.0585914669783752
"ON","2022-04-05 22:31:11",2020-04-13,421,17,5065,22,2,236,0,0,0,0,7470,291,108230,760,263,3357,0,0,0,0,NA,NA,168,3822,0.0831194471865745
"ON","2022-04-05 22:31:11",2020-04-14,483,43,4852,9,-8,211,0,0,0,0,7953,334,113082,769,255,3568,0,0,0,0,NA,NA,229,4051,0.0995465787304204
"ON","2022-04-05 22:31:11",2020-04-15,494,51,6010,26,-1,334,0,0,0,0,8447,385,119092,795,254,3902,0,0,0,0,NA,NA,109,4160,0.0821963394342762
"ON","2022-04-05 22:31:11",2020-04-16,514,38,9001,12,-6,292,0,0,0,0,8961,423,128093,807,248,4194,0,0,0,0,NA,NA,184,4344,0.0571047661370959
"ON","2022-04-05 22:31:11",2020-04-17,564,55,8899,22,-3,362,0,0,0,0,9525,478,136992,829,245,4556,0,0,0,0,NA,NA,147,4491,0.0633779076300708
"ON","2022-04-05 22:31:11",2020-04-18,485,36,9462,-1,5,319,0,0,0,0,10010,514,146454,828,250,4875,0,0,0,0,NA,NA,130,4621,0.0512576622278588
"ON","2022-04-05 22:31:11",2020-04-19,568,39,9643,-19,-3,334,0,0,0,0,10578,553,156097,809,247,5209,0,0,0,0,NA,NA,195,4816,0.0589028310691693
"ON","2022-04-05 22:31:11",2020-04-20,606,31,8743,-7,0,306,0,0,0,0,11184,584,164840,802,247,5515,0,0,0,0,NA,NA,269,5085,0.069312592931488
"ON","2022-04-05 22:31:11",2020-04-21,551,38,9330,57,3,291,0,0,0,0,11735,622,174170,859,250,5806,0,0,0,0,NA,NA,222,5307,0.0590568060021436
"ON","2022-04-05 22:31:11",2020-04-22,510,37,10361,19,-7,415,0,0,0,0,12245,659,184531,878,243,6221,0,0,0,0,NA,NA,58,5365,0.0492230479683428
"ON","2022-04-05 22:31:11",2020-04-23,634,54,10214,9,-10,459,0,0,0,0,12879,713,194745,887,233,6680,0,0,0,0,NA,NA,121,5486,0.0620716663403172
"ON","2022-04-05 22:31:11",2020-04-24,640,50,12295,23,10,407,0,0,0,0,13519,763,207040,910,243,7087,0,0,0,0,NA,NA,183,5669,0.0520536803578691
"ON","2022-04-05 22:31:11",2020-04-25,476,48,10578,15,2,422,0,0,0,0,13995,811,217618,925,245,7509,0,0,0,0,NA,NA,6,5675,0.0449990546417092
"ON","2022-04-05 22:31:11",2020-04-26,437,24,12020,13,7,491,0,0,0,0,14432,835,229638,938,252,8000,0,0,0,0,NA,NA,-78,5597,0.0363560732113145
"ON","2022-04-05 22:31:11",2020-04-27,424,57,12550,7,-11,525,0,0,0,0,14856,892,242188,945,241,8525,0,0,0,0,NA,NA,-158,5439,0.0337848605577689
"ON","2022-04-05 22:31:11",2020-04-28,525,59,10852,12,-2,439,0,0,0,0,15381,951,253040,957,239,8964,0,0,0,0,NA,NA,27,5466,0.0483781791374862
"ON","2022-04-05 22:31:11",2020-04-29,347,45,11554,20,-4,648,0,0,0,0,15728,996,264594,977,235,9612,0,0,0,0,NA,NA,-346,5120,0.0300328890427558
"ON","2022-04-05 22:31:11",2020-04-30,459,86,12928,22,-2,593,0,0,0,0,16187,1082,277522,999,233,10205,0,0,0,0,NA,NA,-220,4900,0.0355043316831683
"ON","2022-04-05 22:31:11",2020-05-01,421,39,16532,18,11,620,0,0,0,0,16608,1121,294054,1017,244,10825,0,0,0,0,NA,NA,-238,4662,0.0254657633680135
"ON","2022-04-05 22:31:11",2020-05-02,511,55,16305,-40,-8,565,0,0,0,0,17119,1176,310359,977,236,11390,0,0,0,0,NA,NA,-109,4553,0.0313400797301441
"ON","2022-04-05 22:31:11",2020-05-03,434,40,17146,33,10,615,0,0,0,0,17553,1216,327505,1010,246,12005,0,0,0,0,NA,NA,-221,4332,0.0253120261285431
"ON","2022-04-05 22:31:11",2020-05-04,370,84,14555,-26,-3,500,0,0,0,0,17923,1300,342060,984,243,12505,0,0,0,0,NA,NA,-214,4118,0.0254208175884576
"ON","2022-04-05 22:31:11",2020-05-05,387,61,10654,59,0,274,0,0,0,0,18310,1361,352714,1043,243,12779,0,0,0,0,NA,NA,52,4170,0.0363243852074338
"ON","2022-04-05 22:31:11",2020-05-06,412,68,12961,-11,-3,443,0,0,0,0,18722,1429,365675,1032,240,13222,0,0,0,0,NA,NA,-99,4071,0.031787670704421
"ON","2022-04-05 22:31:11",2020-05-07,399,48,15179,1,-6,347,0,0,0,0,19121,1477,380854,1033,234,13569,0,0,0,0,NA,NA,4,4075,0.0262863166216483
"ON","2022-04-05 22:31:11",2020-05-08,477,63,16295,-5,-4,421,0,0,0,0,19598,1540,397149,1028,230,13990,0,0,0,0,NA,NA,-7,4068,0.029272783062289
"ON","2022-04-05 22:31:11",2020-05-09,346,59,19227,-12,-12,393,0,0,0,0,19944,1599,416376,1016,218,14383,0,0,0,0,NA,NA,-106,3962,0.0179955271233162
"ON","2022-04-05 22:31:11",2020-05-10,294,35,17618,-55,-7,389,0,0,0,0,20238,1634,433994,961,211,14772,0,0,0,0,NA,NA,-130,3832,0.0166874787149506
"ON","2022-04-05 22:31:11",2020-05-11,308,35,13970,66,4,359,0,0,0,0,20546,1669,447964,1027,215,15131,0,0,0,0,NA,NA,-86,3746,0.0220472440944882
"ON","2022-04-05 22:31:11",2020-05-12,361,56,11957,-2,-4,260,0,0,0,0,20907,1725,459921,1025,211,15391,0,0,0,0,NA,NA,45,3791,0.0301915196119428
"ON","2022-04-05 22:31:11",2020-05-13,329,40,15137,-7,-4,454,0,0,0,0,21236,1765,475058,1018,207,15845,0,0,0,0,NA,NA,-165,3626,0.0217348219594371
"ON","2022-04-05 22:31:11",2020-05-14,345,33,17429,8,-6,359,0,0,0,0,21581,1798,492487,1026,201,16204,0,0,0,0,NA,NA,-47,3579,0.0197945952148718
"ON","2022-04-05 22:31:11",2020-05-15,341,27,18354,-40,-7,437,0,0,0,0,21922,1825,510841,986,194,16641,0,0,0,0,NA,NA,-123,3456,0.0185790563364934
"ON","2022-04-05 22:31:11",2020-05-16,391,33,17768,-11,2,379,0,0,0,0,22313,1858,528609,975,196,17020,0,0,0,0,NA,NA,-21,3435,0.0220058532192706
"ON","2022-04-05 22:31:11",2020-05-17,340,23,16217,-41,-8,340,0,0,0,0,22653,1881,544826,934,188,17360,0,0,0,0,NA,NA,-23,3412,0.0209656533267559
"ON","2022-04-05 22:31:11",2020-05-18,304,23,9155,38,2,278,0,0,0,0,22957,1904,553981,972,190,17638,0,0,0,0,NA,NA,3,3415,0.033205898416166
"ON","2022-04-05 22:31:11",2020-05-19,427,15,5813,15,2,260,0,0,0,0,23384,1919,559794,987,192,17898,0,0,0,0,NA,NA,152,3567,0.0734560467916738
"ON","2022-04-05 22:31:11",2020-05-20,390,43,7382,4,-7,292,0,0,0,0,23774,1962,567176,991,185,18190,0,0,0,0,NA,NA,55,3622,0.0528312110539149
"ON","2022-04-05 22:31:11",2020-05-21,413,31,10506,-7,-4,319,0,0,0,0,24187,1993,577682,984,181,18509,0,0,0,0,NA,NA,63,3685,0.0393108699790596
"ON","2022-04-05 22:31:11",2020-05-22,441,28,11276,-23,-5,258,0,0,0,0,24628,2021,588958,961,176,18767,0,0,0,0,NA,NA,155,3840,0.0391096133380631
"ON","2022-04-05 22:31:11",2020-05-23,412,27,11028,-49,-1,379,0,0,0,0,25040,2048,599986,912,175,19146,0,0,0,0,NA,NA,6,3846,0.0373594486760972
"ON","2022-04-05 22:31:11",2020-05-24,460,25,11383,-34,1,331,0,0,0,0,25500,2073,611369,878,176,19477,0,0,0,0,NA,NA,104,3950,0.040411139418431
"ON","2022-04-05 22:31:11",2020-05-25,404,29,8170,-19,-1,221,0,0,0,0,25904,2102,619539,859,175,19698,0,0,0,0,NA,NA,154,4104,0.0494492044063648
"ON","2022-04-05 22:31:11",2020-05-26,287,21,9875,-11,-3,260,0,0,0,0,26191,2123,629414,848,172,19958,0,0,0,0,NA,NA,6,4110,0.0290632911392405
"ON","2022-04-05 22:31:11",2020-05-27,292,32,15133,-1,1,414,0,0,0,0,26483,2155,644547,847,173,20372,0,0,0,0,NA,NA,-154,3956,0.0192955791977797
"ON","2022-04-05 22:31:11",2020-05-28,383,34,17615,-14,-10,301,0,0,0,0,26866,2189,662162,833,163,20673,0,0,0,0,NA,NA,48,4004,0.0217428328129435
"ON","2022-04-05 22:31:11",2020-05-29,344,41,18525,-7,-4,310,0,0,0,0,27210,2230,680687,826,159,20983,0,0,0,0,NA,NA,-7,3997,0.0185695006747638
"ON","2022-04-05 22:31:11",2020-05-30,323,17,20640,-25,-4,370,0,0,0,0,27533,2247,701327,801,155,21353,0,0,0,0,NA,NA,-64,3933,0.0156492248062015
"ON","2022-04-05 22:31:11",2020-05-31,326,19,17014,-20,1,457,0,0,0,0,27859,2266,718341,781,156,21810,0,0,0,0,NA,NA,-150,3783,0.0191606911954861
"ON","2022-04-05 22:31:11",2020-06-01,404,10,14379,0,5,343,0,0,0,0,28263,2276,732720,781,161,22153,0,0,0,0,NA,NA,51,3834,0.0280965296613116
"ON","2022-04-05 22:31:11",2020-06-02,446,17,15244,20,-1,331,0,0,0,0,28709,2293,747964,801,160,22484,0,0,0,0,NA,NA,98,3932,0.0292574127525584
"ON","2022-04-05 22:31:11",2020-06-03,338,19,17537,-10,-2,327,0,0,0,0,29047,2312,765501,791,158,22811,0,0,0,0,NA,NA,-8,3924,0.0192735359525575
"ON","2022-04-05 22:31:11",2020-06-04,356,45,20822,-15,-6,397,0,0,0,0,29403,2357,786323,776,152,23208,0,0,0,0,NA,NA,-86,3838,0.0170973009317068
"ON","2022-04-05 22:31:11",2020-06-05,344,15,22730,-27,-3,375,0,0,0,0,29747,2372,809053,749,149,23583,0,0,0,0,NA,NA,-46,3792,0.0151341838979322
"ON","2022-04-05 22:31:11",2020-06-06,455,35,23105,-76,-3,364,0,0,0,0,30202,2407,832158,673,146,23947,0,0,0,0,NA,NA,56,3848,0.0196927072062324
"ON","2022-04-05 22:31:11",2020-06-07,415,19,19374,-38,-4,305,0,0,0,0,30617,2426,851532,635,142,24252,0,0,0,0,NA,NA,91,3939,0.0214204604108599
"ON","2022-04-05 22:31:11",2020-06-08,243,24,15357,-32,1,240,0,0,0,0,30860,2450,866889,603,143,24492,0,0,0,0,NA,NA,-21,3918,0.0158234030084001
"ON","2022-04-05 22:31:11",2020-06-09,230,14,13509,-3,-2,337,0,0,0,0,31090,2464,880398,600,141,24829,0,0,0,0,NA,NA,-121,3797,0.0170256865793175
"ON","2022-04-05 22:31:11",2020-06-10,251,11,19941,-20,3,551,0,0,0,0,31341,2475,900339,580,144,25380,0,0,0,0,NA,NA,-311,3486,0.0125871320395166
"ON","2022-04-05 22:31:11",2020-06-11,203,12,24341,-42,1,505,0,0,0,0,31544,2487,924680,538,145,25885,0,0,0,0,NA,NA,-314,3172,0.00833983813319091
"ON","2022-04-05 22:31:11",2020-06-12,182,11,28335,-11,-5,302,0,0,0,0,31726,2498,953015,527,140,26187,0,0,0,0,NA,NA,-131,3041,0.00642315157931886
"ON","2022-04-05 22:31:11",2020-06-13,266,9,27456,-38,-4,351,0,0,0,0,31992,2507,980471,489,136,26538,0,0,0,0,NA,NA,-94,2947,0.00968822843822844
"ON","2022-04-05 22:31:11",2020-06-14,197,12,23278,-51,-8,423,0,0,0,0,32189,2519,1003749,438,128,26961,0,0,0,0,NA,NA,-238,2709,0.00846292636824469
"ON","2022-04-05 22:31:11",2020-06-15,181,8,21751,-19,1,252,0,0,0,0,32370,2527,1025500,419,129,27213,0,0,0,0,NA,NA,-79,2630,0.00832145648475932
"ON","2022-04-05 22:31:11",2020-06-16,184,11,21724,-6,-3,218,0,0,0,0,32554,2538,1047224,413,126,27431,0,0,0,0,NA,NA,-45,2585,0.00846989504695268
"ON","2022-04-05 22:31:11",2020-06-17,190,12,24205,-30,-8,353,0,0,0,0,32744,2550,1071429,383,118,27784,0,0,0,0,NA,NA,-175,2410,0.00784961784755216
"ON","2022-04-05 22:31:11",2020-06-18,173,3,25278,-32,-7,220,0,0,0,0,32917,2553,1096707,351,111,28004,0,0,0,0,NA,NA,-50,2360,0.00684389587783844
"ON","2022-04-05 22:31:11",2020-06-19,178,11,27225,-20,-3,246,0,0,0,0,33095,2564,1123932,331,108,28250,0,0,0,0,NA,NA,-79,2281,0.00653810835629017
"ON","2022-04-05 22:31:11",2020-06-20,206,31,27387,2,0,218,0,0,0,0,33301,2595,1151319,333,108,28468,0,0,0,0,NA,NA,-43,2238,0.0075218169204367
"ON","2022-04-05 22:31:11",2020-06-21,175,11,23408,-47,6,251,0,0,0,0,33476,2606,1174727,286,114,28719,0,0,0,0,NA,NA,-87,2151,0.00747607655502392
"ON","2022-04-05 22:31:11",2020-06-22,161,3,21900,-21,-7,214,0,0,0,0,33637,2609,1196627,265,107,28933,0,0,0,0,NA,NA,-56,2095,0.00735159817351598
"ON","2022-04-05 22:31:11",2020-06-23,216,10,16189,23,-1,174,0,0,0,0,33853,2619,1212816,288,106,29107,0,0,0,0,NA,NA,32,2127,0.0133423929828896
"ON","2022-04-05 22:31:11",2020-06-24,163,12,23207,-10,-5,229,0,0,0,0,34016,2631,1236023,278,101,29336,0,0,0,0,NA,NA,-78,2049,0.00702374283621321
"ON","2022-04-05 22:31:11",2020-06-25,189,10,27511,-8,-4,192,0,0,0,0,34205,2641,1263534,270,97,29528,0,0,0,0,NA,NA,-13,2036,0.00686997928101487
"ON","2022-04-05 22:31:11",2020-06-26,111,3,30780,-14,-5,226,0,0,0,0,34316,2644,1294314,256,92,29754,0,0,0,0,NA,NA,-118,1918,0.00360623781676413
"ON","2022-04-05 22:31:11",2020-06-27,160,8,33492,-4,-5,178,0,0,0,0,34476,2652,1327806,252,87,29932,0,0,0,0,NA,NA,-26,1892,0.00477726024125164
"ON","2022-04-05 22:31:11",2020-06-28,178,6,28633,-38,-1,175,0,0,0,0,34654,2658,1356439,214,86,30107,0,0,0,0,NA,NA,-3,1889,0.00621660322006077
"ON","2022-04-05 22:31:11",2020-06-29,257,7,27127,18,-4,89,0,0,0,0,34911,2665,1383566,232,82,30196,0,0,0,0,NA,NA,161,2050,0.00947395583735761
"ON","2022-04-05 22:31:11",2020-06-30,157,7,23759,-19,-8,148,0,0,0,0,35068,2672,1407325,213,74,30344,0,0,0,0,NA,NA,2,2052,0.00660802222315754
"ON","2022-04-05 22:31:11",2020-07-01,149,4,26056,-4,-4,182,0,0,0,0,35217,2676,1433381,209,70,30526,0,0,0,0,NA,NA,-37,2015,0.00571845256370893
